Ticket ID,Customer Name,Product Purchased,Ticket Type,Ticket Subject,Ticket Description,Customer Satisfaction Rating
11056,Customer,AmazonHelp,Support inquiry,"@AmazonHelp リプありがとうございます！
それがデビット機能は付いていないので不思議だったのです。

いずれに","CONVERSATION HISTORY:
Customer: 30日にAmazonでカード払いで買ったんだけど、1日深夜に出荷準備が遅れていますメールと共にまたカード利用のメール。どういうこっちゃʅ（◞‿◟）ʃ遅れるのは全然構わないけど2倍払わされるのは勘弁だわー。Amazonでのカード払いやめよう。
Agent: @118085 デビット機能付きのカードをご利用のため、カードが再度承認された際に代金が引き落とされた可能性が考えられます。二重引き落としが発生した場合は、後日クレジットカード会社から取り消しが行われます。 YM

CURRENT MESSAGE:
@AmazonHelp リプありがとうございます！
それがデビット機能は付いていないので不思議だったのです。

いずれにせよ取り消されるみたいで安心しました！",
11060,Customer,AmazonHelp,Support inquiry,@AmazonHelp Should have been today before 8,"CONVERSATION HISTORY:
Customer: @AmazonHelp still have not received my package I paid extra for guaranteed next day. Won't do that again
Agent: @118086 I'm sorry your order hasn't arrived! What is the delivery date shown in the confirmation e-mail: https://t.co/CTNCjpcgOm? ^SJ

CURRENT MESSAGE:
@AmazonHelp Should have been today before 8",
11070,Customer,AmazonHelp,Support inquiry,@AmazonHelp when its removed the system says it's inserted b,"CONVERSATION HISTORY:
Customer: Pumpkin spice is here so it must be autumn! We’ve picked 3 fall cookbooks to whet your appetite: https://t.co/CadWTnRHy0 https://t.co/J1B61Odt0N
Customer: Regretting having bought @115821 Kindle Fire Kids Edition. Every day it has some random problem I have to fix. Now saying theres no SD card.
Agent: @118087 Please try to remove and reinsert the SD card following the steps here: https://t.co/ZtaYsyA9rO. Let us know how this helps! ^MB

CURRENT MESSAGE:
@AmazonHelp when its removed the system says it's inserted but unrecognized. When it's inserted the tablet behaves as though there's no card",
11073,Customer,AmazonHelp,Support inquiry,@118088 @AmazonHelp https://t.co/JeO1QDroxC,"CONVERSATION HISTORY:
Customer: @AmazonHelp isn't prime two day shipping supposed to be guaranteed? what happens when its late?
Agent: @118088 I'm sorry you haven't received your order yet! Have we missed the delivery date confirmed via e-mail: https://t.co/CTNCjpcgOm? ^GM
Customer: @AmazonHelp yes it was due today by 8pm and now its changed to tomorrow or the next couple days... but isn;t there a guarantee?
Agent: @118088 We're unable to access accounts on Twitter but we'd like to look into it for you here: https://t.co/hApLpMlfHN ^LI
Customer: @AmazonHelp i understand, but i am asking a general question, do you or do you not have a policy about late delivery with amazon prime?

CURRENT MESSAGE:
@118088 @AmazonHelp https://t.co/JeO1QDroxC",
11079,Customer,AmazonHelp,Support inquiry,"@AmazonHelp At time of order, del date was 10/29. Carrier is","CONVERSATION HISTORY:
Customer: I'm thinking that @115821 tracking is total fiction - package has been ""Out for Delivery"" for 2 days &amp; hasn't arrived. 3 days late.
Agent: @118090 Oh no! I'm sorry you haven't received your order! Please contact us here so we may look into this: https://t.co/hApLpMlfHN ^BN
Customer: @AmazonHelp Talked w/ cust. serv. yesterday. Just sent an email from link. Would like a straight answer abt my order.
Agent: @118090 We'd still like to help. What is the delivery date shown in the order e-mail: https://t.co/L9Xapf1v25? Who is the carrier? ^SJ

CURRENT MESSAGE:
@AmazonHelp At time of order, del date was 10/29. Carrier is AMZL US.",
11085,Customer,AmazonHelp,Support inquiry,"@AmazonHelp Continued buffering, loss of sound and it doesn'","CONVERSATION HISTORY:
Customer: @115821 @AmazonHelp I'm so frustrated w/how things keep changing. Making it hard on POOR people!!! Free isn't free anymore.
Agent: @118091 I'm so sorry to hear this! Without revealing any personal account information, will you provide us with more details? ^LH
Customer: @AmazonHelp So much of the programming has changed on Prime. Blues Clues was free, now it's not. Still constantly having problems with my Fire Stick.
Agent: @118091 What kind of problems are you having with your Fire Stick, Mildred? ^VB

CURRENT MESSAGE:
@AmazonHelp Continued buffering, loss of sound and it doesn't save where I leave off in programming.",
11101,Customer,AppleSupport,Support inquiry,@AppleSupport It’s only done it with Apple Music and Apple P,"CONVERSATION HISTORY:
Customer: @115858  @AppleSupport music and podcast “skip” around like a CD, then distorts and clears up in few seconds, only happens after iOS 11
Agent: @118095 We're here to help. Did this happen after a specific update, or just recently? Thanks!
Customer: @AppleSupport I noticed shortly after the first patch to iOS 11 not sure which one, but here in the past week or two it has gotten worse and more frequent

CURRENT MESSAGE:
@AppleSupport It’s only done it with Apple Music and Apple Podcast, regardless if saved to phone or streaming",
11111,Customer,AppleSupport,Support inquiry,@AppleSupport 11.0.3,"CONVERSATION HISTORY:
Customer: My phone been fucking up all week @115858! https://t.co/VHrjDRAQPk
Agent: @118097 We'd like to help. What's going on?
Customer: @AppleSupport The whole phone will just crash or freeze for over a minute. It be spazzing out too like it has a ghost in it or something.
Agent: @118097 Thanks. We'll help get to the bottom of this together. What version of iOS are you currently running?

CURRENT MESSAGE:
@AppleSupport 11.0.3",
11122,Customer,AppleSupport,Support inquiry,"@AppleSupport 6 plus, idk what iOS version.. and it was the ","CONVERSATION HISTORY:
Customer: @AppleSupport @118101 would love to know why my pictures look like this when I take a picture 😡 https://t.co/yVpQKCBzFu
Agent: @118100 We would love to help you with this! Is this the front or rear facing camera? Which device and iOS version?

CURRENT MESSAGE:
@AppleSupport 6 plus, idk what iOS version.. and it was the rear facing camera",
11134,Customer,AppleSupport,Support inquiry,@AppleSupport Tried the steps. Still receiving an error mess,"CONVERSATION HISTORY:
Customer: @AppleSupport My Touch ID failed when I restarted my phone. Now it’s not working at all
Agent: @118105 Did you receive an error message, or were you just prompted to enter in the passcode for your iOS device after the restart?
Customer: @AppleSupport I received an error message. And another when I tried to set it up again in settings
Agent: @118105 Let's give the steps in this article a try, and keep us posted on the results please: https://t.co/xqiXha6yeB

CURRENT MESSAGE:
@AppleSupport Tried the steps. Still receiving an error message. Just updated to iOS 11.1 and got the message when my phone restarted",
11149,Customer,Uber_Support,Support inquiry,@Uber_Support I have been doing that for the last 50mins no ,"CONVERSATION HISTORY:
Customer: Someone from @115873 needs to contact me ASAP or I am reporting there company this is ridiculous
Agent: @118110 Here to help! Connect with us through https://t.co/zUe0dj6yoX and we'll be in touch.

CURRENT MESSAGE:
@Uber_Support I have been doing that for the last 50mins no reply",
11155,Customer,Uber_Support,Support inquiry,@Uber_Support How long does it take to get approved as a dri,"CONVERSATION HISTORY:
Customer: @Uber_Support if I wanted to be an UberEATS driver could I be under someone else’s insurance policy to qualify?
Agent: @118111 We’re here to help! Send us a note via https://t.co/uRjsQ64qLY and we'll be in touch.

CURRENT MESSAGE:
@Uber_Support How long does it take to get approved as a driver?",
11172,Customer,SpotifyCares,Support inquiry,"@SpotifyCares Sure, thank you very much.","CONVERSATION HISTORY:
Customer: @SpotifyCares @118117 trying to help my mom play Spotify through so is and getting the oddest error...
“Upstairs” is sonos connect. https://t.co/enYL9Ak2kZ
Customer: @SpotifyCares @118117 Why does it say “can’t play this right now” and why are playlist songs greyes out (originally imported from iTunes)
Agent: @118116 Hey Andy! Since Sonos streams directly from Spotify's catalog, it's not possible to play your local files. Hope this clarifies things /JP
Customer: @SpotifyCares They aren’t locally imported… We just imported her iTunes playlist in Spotify so it found identical songs. Is that why they are greyed out?
Agent: @118116 You're right. It's possible that some tracks from her iTunes isn't available on Spotify. This is why you can't play these tracks /JU
Customer: @SpotifyCares And is that causing the other issue where nothing will play on sonos thru Spotify app?
Agent: @118116 Can you DM us the username or email address so we can pull up the account and take a closer look? /JU https://t.co/ldFdZRiNAt

CURRENT MESSAGE:
@SpotifyCares Sure, thank you very much.",
11178,Customer,SpotifyCares,Support inquiry,"@SpotifyCares Done , thanks! ;) #launchInIndiaSoon 🤣😂🤣","CONVERSATION HISTORY:
Customer: Hey @115888  what about being available in India???
Agent: @118118 Hey there! We're launching regularly in countries around the world. Sign up here to be first to hear: https://t.co/XDwWzj7cLP 🙂 /KC
Customer: @SpotifyCares @115888
Just checked , still unavailable
Agent: @118118 We haven't launched there yet, but hopefully we'll get there soon. Make sure to add your email in the link we sent earlier. Stay tuned 😁 /KC

CURRENT MESSAGE:
@SpotifyCares Done , thanks! ;) #launchInIndiaSoon 🤣😂🤣",
11184,Customer,British_Airways,Support inquiry,"@British_Airways Off to the Big Apple (just landed actually,","CONVERSATION HISTORY:
Customer: Let’s do this @118121 X @British_Airways 🗽 #FlyBA #ClubWorld #thewhitecompany #BAxTWC https://t.co/q8L7mskItx
Agent: @118120 Thanks for your amazing post, Amy. Where will you be travelling to? ^DaniH

CURRENT MESSAGE:
@British_Airways Off to the Big Apple (just landed actually, it was a delight)",
11206,Customer,ChipotleTweets,Support inquiry,@ChipotleTweets Happy Halloween https://t.co/HAZZjBYh9L,"CONVERSATION HISTORY:
Customer: My only plan on Halloween is to go to @ChipotleTweets
Agent: @118129 Sounds like plan enough to me. -Gabe

CURRENT MESSAGE:
@ChipotleTweets Happy Halloween https://t.co/HAZZjBYh9L",
11212,Customer,ChipotleTweets,Support inquiry,@ChipotleTweets That's hard to believe because that queso do,"CONVERSATION HISTORY:
Customer: @ChipotleTweets You need to redo the queso. Horrible powder blah!!! Look on the back of a velveta box there is a recipe there for cheese dip
Agent: @118132 We use real ingredients, and we're working with our Menu Development team. We  hope you give it another shot soon. -Becky

CURRENT MESSAGE:
@ChipotleTweets That's hard to believe because that queso does not taste real. It's taste like powdered cheese packet that you add water to and heat up. 🤢",
11224,Customer,ChipotleTweets,Support inquiry,@ChipotleTweets Update: got ‘em😛 https://t.co/f5vtZKYiUz,"CONVERSATION HISTORY:
Customer: I’m about to with no shame go to @ChipotleTweets after work in my costume because I can’t resist a $3 #boorito 🎃👻 #letsgetphysical
Agent: @118136 I like it. -Tara

CURRENT MESSAGE:
@ChipotleTweets Update: got ‘em😛 https://t.co/f5vtZKYiUz",
11238,Customer,ChipotleTweets,Support inquiry,"@ChipotleTweets Well, I got a super good burrito for$3.00 so","CONVERSATION HISTORY:
Customer: Went to @ChipotleTweets tonight and got a $3.00 burrito because I was in costume.  I didn't have the heart to tell them this is normal. https://t.co/Y6DAXQ1sg3
Agent: @118141 I mean, I feel like that's just a win/win right there. -Becky

CURRENT MESSAGE:
@ChipotleTweets Well, I got a super good burrito for$3.00 so, well, YES!!!",
11315,Customer,hulu_support,Support inquiry,"@hulu_support Hey Hulu- No, those don’t help.  I have tried ","CONVERSATION HISTORY:
Customer: @hulu_support what’s up with Apple TV 4K support?  I’ve been getting this message for days, all other streaming apps are working great. https://t.co/Bpv3XDQFS0
Agent: @118154 Thanks for reaching out, Chris! Our app can be a bit more demanding than others. Let's see if these help: https://t.co/HQL1KwGgWo.

CURRENT MESSAGE:
@hulu_support Hey Hulu- No, those don’t help.  I have tried basic troubleshooting.  Your app shouldn’t require a hardware reboot or Ethernet anyway.",
11320,Customer,sprintcare,Support inquiry,@sprintcare I knew you would ge back to me via social media.,"CONVERSATION HISTORY:
Customer: Been calling sprint all week! Been on hold for a whole hour with @115714 today and still haven't resolved my issue! I'm calling @118156 💯
Agent: @118155 Hey Malika, this is not the kind of feedback we like to hear! Please send us a DM elaborating on the issue. We're here to help! -RW

CURRENT MESSAGE:
@sprintcare I knew you would ge back to me via social media. You all have a refund you owe me &amp; ive been trying to solve my account issue w/ you all",
